City,Cloudiness,Country,Humidity,Latitude,Longitude,Max Temp,Wind Speed
Verkhnevilyuysk,8,RU,42,63.45,120.31,-27.35,3.42
Vanino,68,RU,76,53.93,40.55,5.37,10.47
Tessalit,36,ML,31,20.2,1.01,79.84,5.77
Itoman,40,JP,87,26.12,127.67,60.8,3.36
Novonikolayevskiy,92,RU,86,50.97,42.37,8.97,11.81
Mareeba,75,AU,100,-16.99,145.42,77.0,11.41
Aykhal,8,RU,53,65.95,111.51,-32.62,5.21
Konza,75,KE,93,-1.74,37.13,64.4,4.7
Kankon,0,IN,100,15.02,74.02,81.73,13.27
Coquimbo,20,CL,68,-29.95,-71.34,68.0,12.75
Casma,12,PE,90,-9.47,-78.3,71.52,10.02
Sinnamary,92,GF,95,5.38,-52.96,80.07,10.47
Hurricane,1,US,30,37.18,-113.29,53.6,6.93
Tripoli,40,GR,81,37.51,22.37,48.2,1.41
Barrhead,92,CA,89,54.12,-114.4,22.38,19.86
Berlevag,90,NO,86,70.86,29.09,26.6,13.87
Shieli,8,KZ,72,44.18,66.74,24.49,10.13
Grants Pass,90,US,100,42.44,-123.33,48.2,10.29
Upata,76,VE,48,8.02,-62.41,85.92,6.78
Garoua,0,CM,25,9.31,13.39,89.6,4.7
Kysyl-Syr,24,RU,36,63.9,122.77,-24.2,2.98
Salalah,20,OM,73,17.01,54.1,75.2,4.7
Acapulco,5,MX,66,16.86,-99.88,84.2,9.17
Vinh,36,VN,95,18.67,105.69,66.7,1.63
Hauterive,90,FR,65,46.09,3.45,46.4,5.82
Kharian,40,PK,82,32.81,73.87,62.6,13.87
Myaundzha,12,RU,48,63.05,147.18,-31.85,2.64
Padang,68,ID,100,-0.92,100.36,81.73,2.75
Dhidhdhoo,32,MV,100,6.88,73.1,83.13,9.46
Vila Velha,75,BR,94,-3.71,-38.6,77.0,5.82
Stange,0,NO,64,60.72,11.19,-3.86,2.42
Novaya Mayna,0,RU,76,54.15,49.76,-11.21,2.98
Guangyuan,76,CN,86,32.43,105.86,44.52,1.3
Oystese,0,NO,73,60.39,6.19,-3.55,2.19
Yerbogachen,32,RU,52,61.28,108.01,-18.53,2.64
Beira,20,ES,86,43.2,-8.36,41.0,11.41
Yenagoa,92,NG,76,4.92,6.26,79.12,7.56
Panjakent,90,UZ,93,39.5,67.61,46.4,6.93
Muskegon,1,US,38,43.23,-86.25,44.6,10.29
Hasaki,0,JP,41,35.73,140.83,42.8,5.82
Gat,0,SN,42,14.69,-16.54,79.03,13.04
Baoning,20,CN,93,25.34,110.03,64.4,2.98
Naze,20,NG,88,5.43,7.07,78.8,9.13
Baherden,92,TM,98,38.44,57.43,47.53,4.65
Aconibe,32,GQ,97,1.29,10.94,70.3,2.3
Mindelo,40,PT,57,41.31,-8.72,50.0,8.05
Novooleksiyivka,88,UA,82,48.49,32.24,13.15,15.05
Saint-Pierre,0,FR,54,48.95,4.24,33.8,13.87
Daokou,0,CN,66,35.61,105.12,17.25,2.86
Kolpashevo,0,RU,58,58.31,82.9,-20.2,5.77
Abha,75,SA,87,18.22,42.5,53.6,5.82
Moree,0,AU,80,-29.46,149.84,74.08,14.72
Dalby,90,AU,88,-27.18,151.26,71.6,10.29
Umm Lajj,0,SA,100,25.02,37.27,66.57,10.47
Athabasca,68,CA,81,54.72,-113.29,20.31,15.84
Camacha,40,PT,82,33.08,-16.33,64.4,12.75
Calabozo,0,VE,27,8.92,-67.43,95.55,9.46
Vestmannaeyjar,40,IS,86,63.44,-20.27,33.8,2.24
Marsa Matruh,0,EG,82,31.35,27.25,59.0,5.82
Akdepe,90,TM,86,42.05,59.39,35.6,9.17
Egvekinot,88,RU,94,66.32,-179.17,27.37,8.68
Etchoropo,0,MX,49,26.77,-109.67,74.53,10.02
Ampanihy,24,MG,97,-24.69,44.75,71.83,3.31
Miraflores,92,CO,97,5.2,-73.14,55.05,1.97
Svetlogorsk,0,RU,65,53.14,59.15,6.8,13.42
Aleppo,64,SY,96,36.2,37.17,48.52,2.98
Asyut,0,EG,40,27.18,31.19,68.0,2.24
Soyo,24,AO,97,-6.13,12.37,75.07,2.64
El Tigre,36,VE,31,8.89,-64.25,93.07,7.56
Impfondo,64,CD,75,1.62,18.06,78.49,3.87
Saint George,40,GR,81,39.45,22.34,44.6,2.98
Staritsa,64,RU,78,56.51,34.93,4.6,10.8
Busselton,20,AU,100,-33.64,115.35,61.35,14.5
Hualmay,20,PE,61,-11.1,-77.61,75.25,4.21
Jamestown,88,AU,73,-33.21,138.6,60.49,6.22
Russell,20,AR,23,-33.01,-68.8,87.8,8.05
Qena,0,EG,30,26.16,32.72,69.8,3.2
Abaza,56,RU,61,52.65,90.1,8.07,12.82
Puerto Montt,0,CL,59,-41.47,-72.94,66.2,12.75
Mugur-Aksy,44,RU,66,50.38,90.44,15.81,8.79
Rikitea,80,PF,98,-23.12,-134.97,81.33,19.08
Pevek,88,RU,86,69.7,170.27,26.29,23.11
Fortuna,0,ES,45,38.18,-1.13,66.2,16.11
Puerto Ayora,20,EC,66,-0.74,-90.35,84.2,10.29
Bluff,88,AU,95,-23.58,149.07,74.8,4.21
Hermanus,32,ZA,80,-34.42,19.24,62.52,7.78
Laguna,5,MX,30,27.52,-110.01,71.6,6.93
Mataura,88,NZ,98,-46.19,168.86,63.1,4.43
Port Elizabeth,90,US,76,39.31,-74.98,55.4,5.82
Ushuaia,75,AR,66,-54.81,-68.31,53.6,13.87
Okha,64,RU,80,53.59,142.95,3.97,13.04
Puerto Escondido,5,MX,70,15.86,-97.07,84.2,11.14
Grindavik,0,IS,80,63.84,-22.43,32.0,9.17
Port Blair,32,IN,99,11.67,92.75,83.58,8.79
Kapuskasing,20,CA,49,49.42,-82.43,26.6,5.82
Chuy,0,UY,81,-33.69,-53.46,76.2,8.23
Vaini,0,IN,85,15.34,74.49,61.26,1.41
Beringovskiy,44,RU,85,63.05,179.32,30.97,18.52
Norman Wells,20,CA,69,65.28,-126.83,-13.01,4.7
Labuhan,92,ID,96,-2.54,115.51,72.6,1.97
Yellowknife,90,CA,59,62.45,-114.38,-0.41,12.75
Sumy,64,UA,82,50.91,34.8,16.12,18.3
Verkh-Usugli,48,RU,68,52.7,115.17,-7.28,2.53
Rawson,0,AR,21,-43.3,-65.11,82.32,6.33
Qaanaaq,80,GL,93,77.48,-69.36,13.56,8.46
Mar del Plata,0,AR,29,-46.43,-67.52,77.91,8.9
New Norfolk,8,AU,89,-42.78,147.06,44.7,4.21
Butaritari,56,KI,100,3.07,172.79,82.54,11.81
Taga,75,JP,91,35.21,136.34,42.8,21.92
Ancud,32,CL,77,-41.87,-73.83,64.5,2.98
Hailey,90,US,92,43.52,-114.32,26.6,3.42
Paso de Carrasco,20,UY,61,-34.86,-56.05,82.4,12.75
Clyde River,90,CA,92,70.47,-68.59,14.0,3.36
Dunedin,92,NZ,94,-45.87,170.5,61.48,3.76
Mahebourg,40,MU,88,-20.41,57.7,78.8,11.41
Dikson,32,RU,80,73.51,80.55,-4.85,7.23
Airai,64,TL,89,-8.93,125.41,67.83,0.29
Mount Gambier,88,AU,92,-37.83,140.78,55.27,3.65
Barrow,64,AR,31,-38.31,-60.23,89.83,4.76
Chokurdakh,76,RU,78,70.62,147.9,-4.27,11.7
Tuktoyaktuk,20,CA,74,69.44,-133.03,-22.01,4.7
Longyearbyen,20,NO,61,78.22,15.63,12.2,13.87
Kapaa,75,US,83,22.08,-159.32,75.2,18.34
Maun,76,BW,90,-19.99,23.42,71.07,7.0
Albany,90,US,49,42.65,-73.75,51.8,11.41
Kulhudhuffushi,32,MV,100,6.62,73.07,83.13,9.46
Victoria,75,BN,100,5.28,115.24,78.8,0.74
Tiksi,64,RU,58,71.64,128.87,-20.29,3.76
Itarema,44,BR,94,-2.92,-39.92,77.1,5.88
Gamba,0,CN,66,28.28,88.52,-2.29,2.19
Alofi,75,NU,79,-19.06,-169.92,84.2,8.05
Punta Arenas,0,CL,50,-53.16,-70.91,57.2,25.28
Georgetown,40,GY,58,6.8,-58.16,86.0,13.87
Ribeira Grande,75,PT,71,38.52,-28.7,50.0,4.7
Port Alfred,48,ZA,89,-33.59,26.89,68.55,10.69
Severo-Kurilsk,36,RU,100,50.68,156.12,21.48,14.72
Ozernovskiy,12,RU,87,51.5,156.52,14.77,5.77
Los Llanos de Aridane,20,ES,52,28.66,-17.92,69.8,8.05
Provideniya,92,RU,99,64.42,-173.23,29.67,8.9
Khatanga,36,RU,75,71.98,102.47,-11.65,7.78
Nsanje,92,MZ,100,-16.92,35.26,71.92,3.42
Ilhabela,20,BR,100,-23.78,-45.36,78.94,10.47
Bambous Virieux,40,MU,88,-20.34,57.76,78.8,11.41
Kodiak,1,US,29,39.95,-94.76,51.8,13.87
Moctezuma,0,MX,29,29.81,-109.68,63.87,2.86
Atuona,8,PF,99,-9.8,-139.03,81.37,17.74
Monrovia,20,LR,88,6.33,-10.8,78.8,4.7
Cabo San Lucas,5,MX,49,22.89,-109.91,77.0,9.17
Alta Floresta,20,BR,90,-9.87,-56.08,81.55,1.63
Faanui,68,PF,99,-16.48,-151.75,82.0,17.52
Cap Malheureux,40,MU,88,-19.98,57.61,78.8,11.41
Otkaznoye,90,RU,95,44.32,43.85,32.0,8.95
Kentville,90,CA,93,45.08,-64.5,37.4,12.75
Mount Pleasant,75,US,77,33.16,-94.97,60.8,9.17
Hofn,8,IS,100,64.25,-15.21,34.26,25.01
Kaitangata,88,NZ,97,-46.28,169.85,60.4,4.65
Sistranda,0,NO,53,63.73,8.83,24.8,21.92
Vryburg,8,ZA,76,-26.96,24.73,67.87,2.75
Geraldton,75,CA,49,49.72,-86.95,26.6,5.82
Arraial do Cabo,40,BR,83,-22.97,-42.02,84.2,3.36
Mabaruma,8,GY,72,8.2,-59.78,81.55,7.78
Kangaatsiaq,0,GL,100,68.31,-53.46,20.76,7.78
Broome,20,GB,68,52.47,1.45,30.2,25.28
Ojinaga,0,US,16,29.56,-104.41,65.67,3.31
Tasiilaq,0,GL,72,65.61,-37.64,17.6,6.93
Jiangyou,68,CN,84,31.78,104.73,47.22,2.42
Mbaiki,68,CF,76,3.87,17.99,77.32,3.65
Hilo,90,US,88,19.71,-155.08,71.6,21.32
Caravelas,0,BR,100,-17.73,-39.27,82.05,18.52
Ladario,92,PT,99,40.7,-7.74,37.72,15.17
Pingliang,0,CN,83,35.54,106.68,28.23,2.64
Solnechnyy,76,RU,78,50.72,136.64,6.45,9.69
Lavrentiya,92,RU,97,65.58,-170.99,28.0,35.75
Castro,0,CL,71,-42.48,-73.76,65.44,2.64
Pinega,24,RU,70,64.7,43.39,9.78,2.75
Grand Gaube,40,MU,88,-20.01,57.66,78.8,11.41
Kargasok,24,RU,59,59.06,80.87,-20.51,4.43
Kabalo,12,CD,94,-6.05,26.92,71.88,5.99
Dalbandin,12,PK,90,28.9,64.41,50.82,0.4
Kailua,1,US,74,21.39,-157.74,78.8,4.7
Cape Town,0,ZA,60,-33.93,18.42,69.8,14.99
Chauk,0,MM,86,20.89,94.82,64.09,1.19
Quatre Cocos,40,MU,88,-20.21,57.76,78.8,11.41
Avarua,40,CK,74,-21.21,-159.78,84.2,6.93
Biryusinsk,64,RU,68,55.96,97.82,-2.02,7.34
Saldanha,88,PT,97,41.42,-6.55,39.88,17.52
East London,92,ZA,100,-33.02,27.91,72.15,13.04
Bethel,40,US,72,60.79,-161.76,12.2,5.82
Dudhani,20,IN,47,17.36,76.37,65.67,2.98
Cherskiy,88,RU,84,68.75,161.3,0.24,8.01
Hatsukaichi,75,JP,64,34.36,132.28,39.2,4.7
Nanortalik,0,GL,87,60.14,-45.24,31.2,9.46
Hithadhoo,92,MV,100,-0.6,73.08,82.72,7.67
Bredasdorp,32,ZA,64,-34.53,20.04,68.0,11.41
Marawi,8,PH,96,8.0,124.29,64.32,2.08
Arauca,20,VE,30,7.08,-70.76,95.0,4.7
Lompoc,90,US,58,34.64,-120.46,57.2,10.29
Vila Franca do Campo,40,PT,81,37.72,-25.43,50.0,1.12
Valparaiso,90,US,93,41.47,-87.06,41.0,14.99
Delta del Tigre,20,UY,58,-34.76,-56.41,82.4,6.93
Portland,75,US,53,45.52,-122.67,50.0,10.29
Leningradskiy,0,RU,80,69.38,178.42,23.14,19.3
Chumikan,32,RU,73,54.72,135.31,-11.15,2.53
Campoverde,75,IT,71,41.54,12.73,59.0,8.05
Canutama,0,BR,40,-6.53,-64.38,94.47,2.98
Nhulunbuy,88,AU,94,-12.18,136.78,80.6,5.82
Vardo,90,US,66,39.62,-77.74,55.4,4.7
Diego de Almagro,0,CL,34,-26.39,-70.05,77.77,4.09
Graaff-Reinet,92,ZA,98,-32.25,24.53,60.13,6.67
Taltal,0,CL,41,-25.41,-70.49,73.27,5.44
Talnakh,64,RU,75,69.49,88.39,-7.6,25.34
Hobart,64,AU,91,-42.88,147.33,53.61,2.3
Nome,1,US,47,30.04,-94.42,77.0,12.75
Vanavara,0,RU,38,60.35,102.28,-26.0,2.64
Fare,68,PF,97,-16.7,-151.02,82.5,16.17
Pisco,0,PE,61,-13.71,-76.2,78.8,19.46
Riyadh,40,SA,82,24.63,46.72,60.8,5.82
Del Monte,75,PH,88,14.64,121.01,82.4,2.24
Klaksvik,20,FO,68,62.23,-6.59,28.4,2.24
Kalemie,68,CD,100,-5.95,29.2,75.07,10.69
Nantai,0,CN,80,36.41,105.98,23.59,2.86
Serenje,92,ZM,100,-13.23,30.22,62.43,3.98
Inta,24,RU,66,66.04,60.13,8.25,5.21
Saint-Philippe,90,CA,74,45.36,-73.48,35.6,9.17
Olecko,88,PL,76,54.04,22.49,7.35,6.67
Santa Maria,20,BR,66,-29.69,-53.81,86.0,2.24
Stykkisholmur,0,IS,100,65.08,-22.73,30.7,14.27
Kushiro,80,JP,86,43.11,144.15,30.93,17.52
Huamachuco,88,PE,89,-7.82,-78.05,52.03,2.19
Shingu,0,JP,100,33.72,135.99,46.9,19.19
Half Moon Bay,75,US,76,37.46,-122.43,57.2,9.17
Newport,75,GB,86,51.59,-3.0,26.6,29.97
Marrakesh,0,MA,70,31.63,-7.99,55.9,12.82
Moryakovskiy Zaton,76,RU,74,56.7,84.65,-3.19,6.78
Moron,40,VE,52,10.49,-68.2,87.8,6.44
Excelsior Springs,1,US,22,39.34,-94.23,55.4,19.46
Emborion,44,GR,97,40.48,21.55,28.09,2.3
Roald,0,NO,52,62.58,6.12,19.4,4.88
Aklavik,75,CA,69,68.22,-135.01,-7.61,3.36
Lorengau,48,PG,100,-2.02,147.27,81.19,2.3
Beyneu,88,KZ,96,45.32,55.19,22.6,13.04
Najran,0,SA,68,17.54,44.22,64.4,6.93
Bako,0,NG,43,9.68,6.4,82.63,9.69
Tagusao,8,PH,96,9.19,117.81,76.2,2.19
El Carrizo,12,MX,54,16.25,-98.03,85.65,7.56
Karasjok,75,NO,100,69.47,25.52,24.8,2.64
Qasigiannguit,75,GL,69,68.82,-51.19,33.8,4.7
Cayenne,75,GF,74,4.94,-52.33,82.4,6.93
Bud,0,NO,56,62.91,6.91,23.0,10.29
General Pico,0,AR,54,-35.66,-63.75,88.26,4.43
Viedma,0,AR,30,-40.81,-62.99,78.13,7.0
Port Hedland,76,AU,88,-20.31,118.58,80.6,4.7
Adre,88,TD,37,13.47,22.2,82.54,6.33
Merrill,90,US,69,42.03,-121.6,37.4,12.26
Port Hardy,20,CA,75,50.7,-127.42,42.8,14.99
Ziniare,0,BF,20,12.58,-1.3,93.2,6.93
Nicoya,20,CR,34,10.15,-85.45,93.2,11.41
Ilulissat,75,GL,69,69.22,-51.1,33.8,4.7
Chake Chake,48,TZ,100,-5.25,39.77,80.38,3.98
Beloha,76,MG,86,-25.17,45.06,77.05,3.76
Suez,0,EG,66,29.97,32.54,50.32,4.21
Saint-Leu,0,RE,78,-21.15,55.28,78.8,5.82
Jedovnice,36,CZ,72,49.34,16.76,17.6,9.17
Sioux Lookout,20,CA,51,50.1,-91.92,37.4,10.29
Durres,75,AL,66,41.32,19.44,53.6,6.93
Masuda,75,JP,64,34.68,131.85,39.2,4.7
Adelaide,0,AU,68,-34.93,138.6,66.2,4.7
Dembi Dolo,0,ET,70,8.53,34.8,62.52,0.29
Iqaluit,75,CA,84,63.75,-68.52,8.6,3.53
Adrar,0,DZ,16,27.87,-0.29,75.2,9.17
Guerrero Negro,0,MX,45,27.97,-114.04,65.98,11.48
Parkes,12,AU,81,-33.14,148.18,61.35,10.92
Mitu,44,IR,92,36.2,46.09,34.84,4.32
Harper,1,US,58,30.3,-99.24,66.2,12.75
San Patricio,92,PY,85,-26.98,-56.83,77.05,2.75
La Ronge,5,CA,56,55.1,-105.3,15.8,11.41
Urucara,44,BR,74,-2.54,-57.76,84.97,3.53
Fredericksburg,90,US,87,38.3,-77.46,55.4,3.53
Nikolskoye,0,RU,84,59.7,30.79,5.0,4.47
Sirjan,0,IR,81,29.44,55.67,32.77,3.31
Ambilobe,76,MG,99,-13.19,49.05,71.16,3.2
Minab,88,IR,82,27.15,57.07,68.0,11.41
Xinan,40,CN,83,22.55,113.89,71.6,12.75
Batemans Bay,24,AU,100,-35.71,150.18,60.22,4.32
Bogande,0,BF,16,12.97,-0.14,84.57,9.57
Karpathos,8,GR,66,35.51,27.21,53.6,2.24
Brus Laguna,24,HN,63,15.75,-84.48,83.08,4.43
Tongchuan,0,CN,65,34.9,108.95,41.0,4.47
Villeta,75,PY,83,-25.51,-57.57,78.8,5.82
Mildura,0,AU,81,-34.18,142.16,57.88,4.88
Salinopolis,36,BR,100,-0.61,-47.36,79.93,8.68
Turbat,0,PK,83,26.0,63.05,61.3,2.86
Mitrofanovka,0,UA,100,45.45,34.68,10.63,5.21
Pangnirtung,75,CA,92,66.15,-65.72,23.0,2.19
Lagos,20,NG,83,6.46,3.39,82.4,4.7
Sobolevo,80,RU,81,54.43,31.9,11.67,15.5
Iskilip,12,TR,89,40.73,34.47,19.99,1.74
Carnarvon,0,ZA,39,-30.97,22.13,61.08,7.0
Havoysund,75,NO,86,71.0,24.66,28.4,14.99
Constitucion,40,MX,22,23.99,-104.67,75.2,9.17
Honningsvag,75,NO,86,70.98,25.97,28.4,14.99
Esperance,75,TT,65,10.24,-61.45,82.4,13.87
Lishu,36,CN,76,43.31,124.32,-0.31,4.88
Gladstone,76,AU,98,-23.84,151.26,75.7,5.77
Severnyy-Kospashskiy,64,RU,84,59.09,57.8,10.86,7.78
Puerto Baquerizo Moreno,40,EC,79,-0.9,-89.6,84.2,9.17
Pacific Grove,90,US,99,36.62,-121.92,57.2,26.4
Fort Nelson,90,CA,77,58.81,-122.69,5.0,12.75
Maniitsoq,92,GL,68,65.42,-52.9,30.97,7.56
Port Lincoln,88,AU,98,-34.72,135.86,66.34,7.45
San Cristobal,40,EC,52,-0.39,-78.55,68.0,6.93
Sikandra,44,IN,67,26.37,79.63,68.68,2.75
Yashkul,92,RU,88,46.17,45.34,24.63,10.8
Talcahuano,0,CL,47,-36.72,-73.12,75.2,6.93
Messias,75,BR,83,-9.39,-35.84,78.8,13.87
Vadso,75,NO,85,70.07,29.75,24.8,14.99
Eyrarbakki,0,IS,100,63.86,-21.15,33.8,4.7
Vera Cruz,12,BR,71,-22.22,-49.82,84.07,3.98
Pasni,0,PK,95,25.26,63.48,71.97,4.54
Vallenar,0,CL,60,-28.58,-70.76,71.65,2.64
Tokur,56,RU,63,53.13,132.9,-9.98,2.53
Lebu,24,ET,60,8.96,38.73,50.05,2.64
Bodden Town,20,KY,66,19.28,-81.25,84.2,14.99
Lahaina,75,US,69,20.87,-156.68,77.0,5.82
Bandarbeyla,0,SO,100,9.49,50.81,77.01,7.78
Saint-Augustin,92,FR,87,44.83,-0.61,51.8,16.11
Cartagena,0,ES,37,37.63,-1.0,66.2,24.16
Te Anau,76,NZ,99,-45.41,167.72,59.32,3.09
Whitehorse,40,CA,59,60.72,-135.06,1.4,9.17
Port Macquarie,100,AU,88,-31.43,152.91,64.4,8.05
Siniscola,75,IT,100,40.57,9.69,53.6,2.24
Fairbanks,20,US,75,64.84,-147.72,-13.01,7.67
Rapar,0,IN,37,23.57,70.65,65.22,5.32
Tuy Hoa,64,VN,98,13.08,109.3,72.33,2.64
Ipixuna,75,BR,94,-1.76,-48.8,75.2,5.82
Noumea,0,NC,78,-22.28,166.46,77.0,1.74
Upernavik,88,GL,87,72.79,-56.15,23.14,9.13
Palana,68,RU,75,59.08,159.95,16.12,10.92
Mocuba,76,MZ,98,-16.84,36.99,73.54,3.42
Bam,0,IR,32,29.11,58.36,54.06,7.0
Vao,12,EE,85,59.1,26.19,7.57,5.66
Keflavik,0,IS,80,64.0,-22.56,32.0,9.17
Matara,92,PE,100,-13.74,-72.9,47.31,2.42
Saskylakh,0,RU,47,71.97,114.09,-29.47,10.8
Mount Isa,75,AU,78,-20.73,139.49,78.8,9.17
Batagay,56,RU,53,67.65,134.64,-19.03,3.2
Nyurba,8,RU,45,63.29,118.35,-28.75,2.64
Ust-Charyshskaya Pristan,48,RU,76,52.39,83.67,2.31,14.72
Merauke,8,ID,100,-8.49,140.4,76.15,5.77
Nola,12,CF,81,3.52,16.05,74.62,3.53
Dum Duma,76,IN,100,27.57,95.57,59.01,2.19
Verkhoyansk,64,RU,74,67.55,133.39,-17.81,2.75
Eirunepe,0,BR,79,-6.66,-69.87,85.83,2.75
Mackenzie,90,CA,51,55.34,-123.09,14.0,18.34
Aksarka,64,RU,78,66.56,67.8,2.08,10.13
Gidole,20,ET,94,5.65,37.37,61.39,2.08
San Policarpo,64,PH,100,12.18,125.51,77.05,5.44
Staroshcherbinovskaya,0,RU,91,46.63,38.66,25.62,8.46
Terra Santa,8,BR,75,-2.1,-56.49,85.24,4.65
Ishigaki,56,JP,100,24.34,124.16,70.26,18.75
Celestun,0,MX,92,20.87,-90.4,80.25,6.11
Vrangel,8,RU,100,42.73,133.08,22.87,33.84
Toora-Khem,88,RU,89,52.47,96.11,10.54,2.42
Nouadhibou,20,MR,82,20.93,-17.03,68.0,8.05
Gamovo,0,RU,67,57.87,56.11,17.6,8.95
Polonnaruwa,44,LK,93,7.94,81.0,73.54,3.42
Daru,68,SL,63,7.99,-10.85,80.88,9.01
Saint-Pierre,0,FR,54,48.95,4.24,33.8,13.87
Simao,0,CN,84,22.76,100.79,51.94,3.65
Bulolo,48,PG,98,-7.2,146.64,62.88,1.19
San Rafael,0,AR,29,-34.61,-68.33,83.85,5.77
Nizhniy Kuranakh,32,RU,55,58.84,125.49,-20.38,2.53
Camopi,76,GF,79,3.17,-52.33,80.7,3.53
Tuatapere,100,NZ,100,-46.13,167.69,61.39,4.43
Westport,75,IE,79,53.8,-9.52,28.4,25.28
Maceio,75,BR,83,-9.67,-35.74,78.8,13.87
Semirom,0,IR,62,31.41,51.57,11.62,2.42
Benguela,0,AO,100,-12.58,13.4,74.98,4.09
Yulara,0,AU,31,-25.24,130.99,75.2,9.17
Saint Anthony,90,US,80,43.97,-111.68,33.8,9.17
Dingle,0,PH,90,11.0,122.67,74.89,7.67
Kavaratti,0,IN,100,10.57,72.64,84.3,7.0
Dongsheng,56,CN,98,29.72,112.52,47.89,13.04
Luderitz,0,NA,60,-26.65,15.16,69.8,23.04
Codrington,92,AU,100,-28.95,153.24,69.36,3.42
Awbari,0,LY,30,26.59,12.77,57.79,4.21
Thompson,75,CA,73,55.74,-97.86,26.6,5.82
Mokhsogollokh,48,RU,63,61.4,128.95,-22.27,2.64
Porosozero,88,RU,84,62.72,32.71,7.53,2.64
Hambantota,0,LK,100,6.12,81.12,79.62,12.37
Katowice,0,PL,84,50.26,19.02,10.4,4.7
Arlit,0,NE,22,18.74,7.39,70.35,5.88
Odesskoye,48,RU,75,54.21,72.97,0.24,12.48
Cabedelo,75,BR,88,-6.97,-34.84,78.8,4.7
Rutul,90,RU,87,41.53,47.42,46.4,6.93
Bilma,0,NE,31,18.69,12.92,63.73,2.75
Lagoa,20,PT,76,37.14,-8.45,57.2,16.11
Richards Bay,12,ZA,96,-28.77,32.06,68.82,3.2
Lerwick,24,GB,74,60.15,-1.15,28.4,14.99
San Pedro,36,AR,68,-33.68,-59.66,78.18,7.9
Raudeberg,8,NO,41,61.99,5.14,23.0,6.93
Barra Patuca,32,HN,84,15.8,-84.28,81.51,11.92
Ketchikan,75,US,36,55.34,-131.65,44.6,5.82
Yaring,76,TH,91,6.87,101.37,76.38,2.98
Kirensk,0,RU,49,57.78,108.12,-17.86,2.86
Rocha,12,UY,59,-34.48,-54.34,78.9,7.0
Mao,20,DO,48,19.55,-71.08,82.4,10.29
Kondagaon,0,IN,66,19.59,81.66,60.49,2.75
Chimoio,75,MZ,94,-19.11,33.48,69.8,6.93
Guilin,20,CN,93,25.28,110.29,64.4,2.64
Patrocinio,44,PH,98,13.72,123.64,75.57,5.21
Flinders,75,AU,77,-34.58,150.85,64.4,4.7
Kahului,20,US,65,20.89,-156.47,77.0,16.11
Coldingham,88,GB,74,55.89,-2.16,33.8,33.33
Wajima,44,JP,87,37.4,136.9,39.34,23.78
Husavik,0,CA,88,50.56,-96.99,35.25,6.67
Temirtau,0,KZ,74,50.05,72.96,-22.01,2.24
Kaeo,88,NZ,97,-35.1,173.78,69.22,10.58
Tilichiki,12,RU,76,60.47,166.1,10.95,11.7
Abu Samrah,0,SY,82,35.3,37.18,49.33,8.68
Karangampel,48,ID,100,-6.46,108.44,78.22,3.98
Kavieng,44,PG,100,-2.57,150.8,82.32,3.65
Mae Sai,8,MM,100,20.44,99.89,64.4,1.86
Mudanjiang,44,CN,62,44.58,129.6,10.99,9.46
Narsaq,5,GL,68,60.91,-46.05,30.2,3.36
Bay Roberts,90,CA,98,47.58,-53.28,32.0,6.93
Chornobay,24,UA,70,49.67,32.32,11.17,5.77
Gorokhovets,12,RU,76,56.21,42.68,-9.41,5.32
Sinegorye,8,RU,62,62.09,150.53,-23.62,3.53
Banda Aceh,0,ID,99,5.56,95.32,72.37,2.53
Cadiz,90,US,93,40.27,-81.0,53.6,6.93
Zhezkazgan,0,KZ,69,47.8,67.71,-2.06,10.58
Kirakira,68,SB,100,-10.46,161.92,81.6,12.71
Bilibino,80,RU,89,68.06,166.44,6.63,2.3
Preston,75,GB,97,53.76,-2.71,32.0,27.51
Eyl,44,SO,100,7.98,49.82,73.5,7.23
Ossora,0,RU,74,59.24,163.07,11.76,8.9
Halmstad,90,SE,67,56.67,12.86,23.0,13.87
Palmer,0,AU,68,-34.85,139.16,66.2,4.7
Ponta do Sol,24,BR,66,-20.63,-46.0,82.23,3.2
Millinocket,90,US,89,45.66,-68.71,33.8,6.93
Sisimiut,0,GL,83,66.94,-53.67,9.78,1.86
Dom Pedrito,40,BR,43,-30.98,-54.67,89.6,6.93
Natal,92,BR,100,-5.81,-35.21,72.82,8.79
Humboldt,36,CA,100,52.21,-105.12,21.21,6.67
Laela,88,TZ,93,-8.57,32.05,59.32,3.09
Savalou,0,BJ,54,7.93,1.98,83.53,10.58
Anapskaya,76,RU,100,44.9,37.38,26.6,6.71
Macapa,20,BR,66,0.05,-51.07,86.0,6.93
Bondoukou,56,CI,98,8.04,-2.8,70.57,3.76
Walla Walla,40,US,37,46.06,-118.33,55.4,21.92
Makakilo City,75,US,69,21.35,-158.09,78.8,3.36
Kishtwar,88,IN,87,33.31,75.77,30.97,1.74
Kutum,0,SD,25,14.2,24.66,69.22,10.69
Teguise,20,ES,82,29.06,-13.56,66.2,4.7
Jardim,32,BR,88,-21.48,-56.15,81.42,3.31
Sorland,75,NO,68,67.67,12.69,28.4,4.7
Nador,0,MA,77,35.17,-2.93,60.8,10.29
Bathsheba,40,BB,88,13.22,-59.52,77.0,13.87
College,20,US,75,64.86,-147.8,-13.01,7.67
Ahipara,76,NZ,94,-35.17,173.16,70.53,12.03
Hobyo,92,SO,85,5.35,48.53,78.72,9.46
